norm_intensity_mean,norm_intensity_std,classification
157.92509032337446,64.54209521100483,COVID
140.94515721300655,61.974763864738925,COVID
150.7290186910661,58.96806476308358,COVID
156.6464357221955,59.45226297523604,COVID
154.9280433104775,58.64331200766108,COVID
135.99980984552747,46.09125863935837,COVID
153.43622554557555,74.24124447489305,COVID
141.46758984798828,68.49308290155983,COVID
136.44042012952875,49.20515648284301,COVID
152.87856959094418,73.7780435857723,COVID
133.52756680574043,54.72487149736588,COVID
80.69268800125278,46.617812997808386,COVID
150.33904542454783,65.16294392962753,COVID
183.30391158935583,53.79375509047609,COVID
110.61999306495453,45.58673946599737,COVID
166.97408306394783,68.35903243434294,COVID
135.83568416460665,62.16993643745646,COVID
126.8234136083489,89.83856153908911,COVID
140.438395543674,49.457726157778055,COVID
148.4961913177705,77.15283246242645,COVID
139.67059652576594,57.79079107158494,COVID
155.3306226999698,52.11821521633709,COVID
151.20286126553395,81.84603309568897,COVID
147.06351159383004,68.65362987875295,COVID
83.56154852853994,63.910926809816054,COVID
144.39811635216608,83.11515085143603,COVID
113.96715920403575,39.63706354276578,COVID
99.32451538573395,53.341901066700046,COVID
150.03691233878817,66.88900837412218,COVID
151.27503048064338,55.295026902226176,COVID
72.8087269717341,47.58186295532198,COVID
148.5703851187347,82.17172605769359,COVID
110.85371528282681,54.708673619763225,COVID
189.3906443999508,35.503727727572766,COVID
127.56780125501952,81.96049027361781,COVID
153.25962796836725,62.60269752083107,COVID
190.018612767195,43.099531997165435,COVID
164.43462601089473,71.54976356844813,COVID
159.70080871578617,48.17883979894875,COVID
177.20641827272627,46.752957881534435,COVID
116.53271216205636,93.17139877088457,COVID
116.97998903815393,57.23085944887016,COVID
126.5894005659892,60.186972774600655,COVID
141.81379402914956,77.89067442177951,COVID
141.28419145199717,33.94058741532579,COVID
126.0268677084149,48.68921332983962,COVID
168.32231183096386,73.27248849093007,COVID
147.1802552544155,46.542130491641046,COVID
168.32231183096386,73.27248849093007,COVID
168.91800986566145,59.750934847843816,COVID
159.00044742228835,56.452059717849615,COVID
132.38653930045524,83.62897228965316,COVID
195.67719600451898,41.316177364345315,COVID
164.64358340510734,54.656991397879885,COVID
154.03441795953066,70.3806157267527,COVID
143.44892115300723,62.68119114488339,COVID
148.55082157917695,36.7446992279986,COVID
137.52145949150457,70.03351565705464,COVID
165.38643863044038,64.59650659699903,COVID
129.991633203208,51.53169440505754,COVID
163.73791120904687,53.66938557954017,COVID
187.840851892037,48.06569880792265,COVID
133.4563371774365,55.43211632304901,COVID
166.97958635809442,67.2982788028764,COVID
156.89275287748458,57.81201537536451,COVID
120.38375409671033,43.58777026500518,COVID
186.0014541224371,62.84311691824511,COVID
141.43138219930427,62.42903765027254,COVID
174.25447142649412,55.523853015216886,COVID
135.6928334134965,64.31562582154541,COVID
137.722575810114,51.21730693061654,COVID
168.2097515687744,56.70246055698494,COVID
155.63695036968267,52.48530494145667,COVID
167.16185501280745,65.92599451683445,COVID
107.05766154740998,39.05788628932355,COVID
144.6748805941768,64.32226267538266,COVID
164.12601648751132,68.67751388802937,COVID
128.15533383295488,45.23399018016895,COVID
134.70612185546022,59.5051588269448,COVID
167.91258487041532,67.00058205136062,COVID
167.49301461952328,62.53831870945883,COVID
176.42773570765428,42.670560846711275,COVID
158.72380622140693,70.164229782598,COVID
153.7146116933815,72.78519643520252,COVID
155.97287502376932,44.8142683243924,COVID
166.04033511929396,71.04826499333937,COVID
167.13917070278856,52.75193473465608,COVID
142.0432545497254,68.8484642157894,COVID
109.54776792205904,66.68893136407536,COVID
138.89650003914946,60.650449393298544,COVID
135.90660059730877,55.84979104824204,COVID
174.22971778839164,60.10591551704419,COVID
168.13538998445208,43.37704854922866,COVID
119.08907059205154,38.59373844471432,COVID
152.79348105725887,79.71556127855978,COVID
155.2337557745439,63.180651752697294,COVID
91.30987349134797,71.73516376795956,COVID
163.71678169147995,69.70369938625109,COVID
157.94672319101576,60.55586289152545,COVID
135.7612666524983,62.52040677257182,COVID
173.19023277144552,53.529969888040654,COVID
166.27703269538372,61.65643226781332,COVID
178.9478193756222,54.84499569345959,COVID
137.34378810080423,76.52465502085896,COVID
190.85597476538294,47.72064100555436,COVID
137.20366662565294,62.42257710685777,COVID
138.93085088533687,61.93895458370745,COVID
142.2751758928871,88.73203281117405,COVID
149.34586861444504,55.05413275018658,COVID
150.07749354034073,80.4287183082183,COVID
121.83928591402781,47.6865327011547,COVID
148.1040927953826,68.43183126416277,COVID
163.1225601503339,55.34551983487639,COVID
168.5787854721983,54.08666195802827,COVID
145.3291909486471,46.66472474952631,COVID
163.00935112582633,51.57009680883091,COVID
123.77291081755237,47.923720027799085,COVID
147.20991935213252,52.75163904364291,COVID
142.20142951421124,78.89736188315018,COVID
183.74326909094975,43.55177776223247,COVID
163.49634791557142,56.323891827254585,COVID
182.84722765964585,42.96790608067545,COVID
132.67871724029933,58.32851733836675,COVID
133.80057270052907,61.15660987612692,COVID
178.55101173364952,43.1618540499156,COVID
188.44069976845896,52.64330038603281,COVID
167.24342009597208,50.86901557293351,COVID
107.87095222648516,72.7652077019359,COVID
172.22408026755852,44.04788829107588,COVID
145.28532119327525,64.57839309890376,COVID
169.85700383664613,73.6851320484185,COVID
149.6581134439212,60.01170764153639,COVID
146.58093309918235,63.13898292446572,COVID
165.82400644288094,41.36944742119524,COVID
158.24871086453172,78.83252079557174,COVID
80.07597230456035,54.77491543900937,COVID
150.9104819856601,75.8185194965674,COVID
171.60575385062808,77.2151115244079,COVID
92.20191049317121,68.65600914226927,COVID
152.75087526985158,62.74818946724716,COVID
157.65710674377243,70.96687030809554,COVID
125.46123645149383,58.909380375241824,COVID
135.50836120401337,92.95322665519119,COVID
122.70568561872909,50.99279149556572,COVID
155.76753056453506,59.27053138186761,COVID
169.75455531817317,68.9813142018301,COVID
110.11892484424112,55.82241451709003,COVID
151.26989630988467,80.82639637423841,COVID
188.57192872562948,54.84657689751552,COVID
86.8025749152694,61.18318243449377,COVID
160.93853536313912,60.91290008496469,COVID
79.39357501593942,58.30456467784689,COVID
144.68698336707644,51.24831204216058,COVID
171.35140546526324,40.77756618786617,COVID
160.7088287603047,81.48931313068752,COVID
166.99714768291182,62.77305772753158,COVID
112.80788805494346,54.761209785511305,COVID
159.34719969575283,78.15568961310244,COVID
141.23340902227045,55.469284849001134,COVID
114.28227872171452,56.29679769292539,COVID
137.4444133734522,69.42717491086175,COVID
142.79953244370867,54.008566962241154,COVID
116.75135624881153,55.623561984519796,COVID
149.48984910683325,88.49062820528157,COVID
143.76523752530733,60.44236716581034,COVID
152.85430811735887,42.44224079085923,COVID
132.98765114484178,79.56412844980345,COVID
129.4235746803727,93.55490638949362,COVID
138.9587029227861,52.08456541496466,COVID
137.08552477041644,61.2963780339876,COVID
152.84549389827853,56.78154167496624,COVID
172.699779644523,50.384373076802085,COVID
139.40602454111252,55.97834923626268,COVID
171.71594277468932,50.17851482383993,COVID
131.86361450095637,57.0113846860548,COVID
161.00449659399783,53.39941732484629,COVID
153.00913860023937,51.78064518589378,COVID
157.3649959172716,74.01638554252418,COVID
144.9908390286462,65.40375973886825,COVID
155.5951946846232,52.534622248355646,COVID
188.47009541280298,62.101574954223295,COVID
157.24182056129126,55.329044985378445,COVID
150.75177011442824,75.22040746976923,COVID
152.80382769767675,57.071310077452125,COVID
177.92325589199226,58.19653537412655,COVID
159.97880336908983,57.852781599439595,COVID
136.77617700025726,71.33525399758933,COVID
155.10294068299012,73.80063575499737,COVID
162.2418764890773,49.03030584657183,COVID
136.77617700025726,71.33525399758933,COVID
159.19248106844444,55.12195766212517,COVID
171.66843771322468,67.06796677158121,COVID
151.01161060838245,58.8786714848353,COVID
165.33463831500765,52.950139679121285,COVID
157.51792485542668,56.19148769219283,COVID
178.19591503450744,57.58896736123925,COVID
158.79725059003815,53.691918844830695,COVID
154.3486985604188,70.64858384111317,COVID
133.20382322345387,44.917812384272835,COVID
155.10407042426817,71.66491173148108,COVID
127.75099831098086,50.980001673335714,COVID
154.13181060614534,48.2091169337851,COVID
141.5413138555497,76.48346050516417,COVID
150.2180400666659,56.2715166166886,COVID
140.69594299840045,47.53435473795739,COVID
171.76681468887372,61.640862324959,COVID
159.30620462858357,61.62808624099852,COVID
163.74811243722107,57.68081071464353,COVID
167.91370342613618,71.94433509052146,COVID
152.17168711759376,57.535789601719785,COVID
152.63130166329236,71.11805630601839,COVID
134.74181496851264,51.962529141416674,COVID
161.14430487354727,75.45188121977021,COVID
159.4947819375622,49.754349165232284,COVID
156.45706423865505,80.31438833486177,COVID
151.08554714153087,61.705221716128925,COVID
162.18158633572332,45.06299461670135,COVID
129.79292177939845,96.48223008371,COVID
142.55493786422971,45.41181219340362,COVID
161.6183823447165,46.07371155750418,COVID
172.61463518305163,81.28069345293589,COVID
158.72669209516673,56.04856780053403,COVID
172.43073343698617,43.01850971532901,COVID
165.2543148286932,73.7128255619057,COVID
153.32273688213778,68.49496899436284,COVID
158.37896667822508,60.16993405407172,COVID
161.60209617342088,84.21225624204999,COVID
150.60943389894967,48.51994624532789,COVID
173.01735998478765,75.13420921885749,COVID
154.47411102784085,52.76170380595823,COVID
173.01735998478765,75.13420921885749,COVID
177.995279694858,57.06431314980898,COVID
173.53696267379559,53.87842300564028,COVID
171.76661334884398,70.95228121673112,COVID
142.23513159808056,50.89683624467651,COVID
163.34798268475745,50.87241006457434,COVID
157.97177883916288,69.33868729955644,COVID
130.73312379056162,63.21169537898449,COVID
174.71981297748349,55.65226863930155,COVID
164.69028310645294,63.751648044347185,COVID
156.80436460442277,60.68743695494365,COVID
163.48350689589603,43.03620371451904,COVID
141.62334873211708,73.9088474740706,COVID
162.43319425957205,60.019503812847894,COVID
163.18702251652667,53.48320823375269,COVID
162.73066296797575,75.88934488533022,COVID
141.25764812474134,40.53252132117023,COVID
157.68080893949733,77.09443089684866,COVID
160.553987091867,57.579380115626904,COVID
121.4120423708907,48.80163301305068,COVID
158.6835158443418,72.64582249189009,COVID
159.12079283229494,51.70340052129149,COVID
175.5714477466695,74.8300167931786,COVID
164.7735931365421,50.191881821905376,COVID
141.4889654478138,58.383786812913996,COVID
167.9528081341372,57.54089693764006,COVID
151.3422892361383,57.43254599123382,COVID
118.81071800091722,46.53700666862727,COVID
103.44049842842921,75.14771944453292,COVID
129.2236440308274,45.02273889998541,COVID
156.02808693415062,66.52280135837698,COVID
134.30340823928145,54.040037018500875,COVID
153.13848838379883,74.46795527958993,COVID
155.53310365655864,44.83474031113844,COVID
155.1313743694142,69.4909844804461,COVID
147.8337602487668,77.74977749573725,COVID
94.16785047147124,48.801206076492136,COVID
183.47271283318977,52.55471652607075,COVID
165.41160613415957,55.450275302706174,COVID
101.72698291965415,59.454996732763455,COVID
151.80751893155556,66.51866864266097,COVID
156.4602633080167,56.749135012091145,COVID
110.57705171083097,64.79103871673303,COVID
175.64395252849522,59.94826646082975,COVID
172.7131575709444,54.41276801318896,COVID
105.70366103287435,47.03945050274295,COVID
158.2659925504189,58.027650537872546,COVID
171.5271641256809,53.63447020360649,COVID
175.15975212805225,49.95656332067958,COVID
174.0290041498417,48.67410510831637,COVID
172.203185646693,55.444098263632064,COVID
155.3179047214237,52.087241472973496,COVID
145.04893681278733,85.00349494771024,COVID
166.700048097896,65.33525260226175,COVID
156.1241373139003,72.313098990986,COVID
121.91096296462008,45.74524200366106,COVID
155.92207022292814,71.46595540297942,COVID
146.44945805975325,70.3492720409451,COVID
125.81985660115659,61.54671511018941,COVID
148.04571537231126,52.35146234308387,COVID
124.47760092168991,49.988445482734875,COVID
150.54833838547668,49.95710594588183,COVID
121.91391595172314,50.0342252073219,COVID
164.04727016476326,58.40560339619439,COVID
118.17787273073009,53.81819331258435,COVID
144.66712900303128,63.989081710722076,COVID
137.73433183074016,48.86089346004298,COVID
152.4937081240702,47.611649524966545,COVID
139.63428820706704,66.36940846357464,COVID
132.61110054697374,76.71777319511237,COVID
151.39441393273006,55.220174949972346,COVID
160.4935850829409,52.904206591940365,COVID
142.65334839655037,77.83927849764834,COVID
133.660730864308,33.19437648817409,COVID
138.57319269359402,47.86541887997806,COVID
156.30721132873234,71.09005141300943,COVID
120.37884363709578,43.292658378409136,COVID
143.8131900090603,50.623632561880264,COVID
193.77416359995973,54.56361055723156,COVID
136.6014921533316,44.87085120909612,COVID
121.75896242771334,41.42706194921105,COVID
183.84942002885873,58.33474929084811,COVID
113.21875594232726,44.35689142831872,COVID
166.79687028109305,54.08012930781392,COVID
126.50767888502365,52.44712478257644,COVID
160.8776859319247,56.64120357667509,COVID
162.06880236238968,54.11756353799042,COVID
139.3926130580195,60.126349264538696,COVID
156.58869587588507,49.158556230813,COVID
153.78245209785126,61.16925451856851,COVID
152.46715361125715,74.18409416316489,COVID
198.17241417881232,32.751234033228364,COVID
160.89909508842183,74.3801772266862,COVID
172.83444256775653,53.54010728146644,COVID
186.99871366092103,55.83413569840131,COVID
155.78832451538574,60.78322207323757,COVID
155.70196082817864,70.30767590078771,COVID
153.81845840650553,75.44304146030386,COVID
157.09183342468205,47.22046800016066,COVID
154.9731211060279,61.739849187054794,COVID
142.7296674533842,79.43158969202321,COVID
141.74519300678963,52.295951035859034,COVID
118.38960414313038,44.82958397782851,COVID
154.22695495576113,71.95980288477774,COVID
135.98195769622265,55.55140050222973,COVID
164.17392422903546,44.537969752563214,COVID
151.09800785226116,56.2243492673245,COVID
142.14757105625216,58.68622703916007,COVID
157.66105524546705,59.890438786748255,COVID
143.3890672363844,68.81999214328472,COVID
151.53704097269605,57.78460607652942,COVID
150.23614948378653,74.94883960396875,COVID
169.84897260657038,67.43601335509534,COVID
144.2924911354459,46.74578824901929,COVID
130.40118119484123,77.53306964641709,COVID
136.09757161553003,50.52014168489844,COVID
136.2610373485755,61.48239804545496,COVID
166.09903692352435,51.24598712678133,COVID
164.04656547465913,61.85711098558238,COVID
129.09940604691224,64.82801898818948,COVID
144.25545575552846,49.82970180878113,COVID
139.87837943647162,58.55093333390083,COVID
139.59641391035893,62.73726911199172,COVID
126.98748336148365,54.26392484309837,COVID
154.79700450777955,81.7630405311696,COVID
85.15781702665518,49.127588858196106,COVID
159.12915962908693,42.81405931533369,COVID
151.05940649433452,83.51134562012997,COVID
99.76006979787698,48.40628487407801,COVID
137.86740640485004,72.1348252007278,COVID
105.231775930918,58.69669727899148,COVID
136.82595272983525,44.71289628006088,COVID
136.52171675932036,89.60147844924495,COVID
153.73608796322188,59.813799965534535,COVID
141.7266697240523,69.56656263985629,COVID
146.15659780091946,86.06338818929876,COVID
133.1973020436013,51.00138784439799,COVID
150.93882618762655,60.34831971667137,COVID
135.9290835672979,57.53583126535386,COVID
153.00244963702866,60.20579915556805,COVID
109.78704936186396,56.39235114694303,COVID
174.46587845773539,41.12494234118106,COVID
119.97239404480935,50.3680519689628,COVID
106.16762676032707,41.46973428140503,COVID
170.32178610977505,47.421329656898834,COVID
124.9969798995537,46.09589342853861,COVID
143.6153622442702,73.55223809321414,COVID
158.60980302233756,52.86418922818277,COVID
145.75321305130814,50.292886555540946,COVID
150.30471694947485,70.26320029184697,COVID
127.61284549389828,55.29622082310549,COVID
107.33459357277883,53.49334512588551,COVID
138.65540653907675,59.68191441328887,COVID
158.42295947472624,53.441186354970235,COVID
117.72652431180859,79.44306091996337,COVID
151.15894676793326,59.79637518286994,COVID
149.63079831321798,88.15997918785268,COVID
132.42455900940706,61.77987721854757,COVID
116.81041599087258,77.68999601648804,COVID
150.1823581391707,88.08100360651993,COVID
59.742284761915414,72.24579307680406,COVID
134.5610899206944,72.5455149697987,COVID
150.73141240030873,58.89823150310467,COVID
133.19514323106006,63.81773480373648,COVID
156.03351192939675,82.27882547003587,COVID
154.0324157447903,61.7178837096456,COVID
166.26938177425308,61.721178455736606,COVID
136.277905168846,67.19036846229652,COVID
169.13630720014316,48.613518719664,COVID
154.05418283911814,79.27861655544335,COVID
107.62929944855203,55.22115210894461,COVID
156.9718123958345,58.76744686959575,COVID
161.22635093567186,60.52545438897145,COVID
163.9260522812944,52.38606021273368,COVID
190.36726658538495,41.269597065374974,COVID
162.01282983411818,60.05094613437539,COVID
160.14585966599927,54.097112268987104,COVID
167.06561447858525,54.425102673745464,COVID
164.41311618438272,59.52726462395143,COVID
153.6698918356618,72.62493451014859,COVID
150.55380812295164,59.914880301797986,COVID
185.25071307927203,54.726807116390695,COVID
163.81166877327993,53.74310087830948,COVID
161.8053153767855,59.42907647659789,COVID
113.34567845997249,62.23453798567419,COVID
165.00336685271978,48.90121401550949,COVID
167.3689108622946,62.07390240650198,COVID
149.89778637822843,52.98362529404246,COVID
151.97978769812417,39.01657483262161,COVID
183.89844632610374,71.5661988624008,COVID
150.24807328777084,80.05504995058475,COVID
172.6164472433194,66.37166425750135,COVID
136.24601514524446,59.239112014677495,COVID
146.15132940347422,46.07488685565884,COVID
141.2901086117605,44.843599050246866,COVID
172.2206574870527,74.57109629841236,COVID
138.55789085133276,63.169158955152284,COVID
197.7712106128567,32.275144829897286,COVID
132.84770863860584,73.70368551579607,COVID
150.086251831635,55.05268527181263,COVID
107.37141642710931,82.44383194959879,COVID
108.94315499826624,39.943298128705024,COVID
68.14283956555296,43.22380025802225,COVID
95.26871064082057,44.43406539514878,COVID
140.52649299224842,49.65830172427266,COVID
125.30203241574479,76.26665204303534,COVID
98.66759879643405,38.348489236188485,COVID
168.6377781009161,67.17031487505723,COVID
117.98346774644578,46.49761047690592,COVID
178.03950738806054,57.389052670385134,COVID
167.9070592051543,65.96590140567959,COVID
149.03994362479168,74.80734930680958,COVID
126.2098969810181,62.11588973253071,COVID
165.73141240030873,65.1044921662082,COVID
119.2666524982942,54.512826582377365,COVID
155.08631894497825,76.48367864986997,COVID
139.05301954116845,63.24034419282409,COVID
124.48293643247838,50.148440878269696,COVID
153.27343094596256,75.78072351612363,COVID
152.75559557499358,62.58990011044729,COVID
125.15660898647666,51.546731176571896,COVID
146.101486560553,66.88224894139516,COVID
135.65499267346001,64.0244625597516,COVID
152.7518148566571,72.93576497544174,COVID
110.8011319783895,77.15208903240985,COVID
147.85635507432804,43.45544311361398,COVID
169.4589657833805,68.47256224964323,COVID
155.1191821120569,58.864333661894285,COVID
157.2705674433172,74.58935250023961,COVID
153.50817104954083,85.51865102912275,COVID
147.45719846534155,73.90819415908102,COVID
101.47697453048623,65.99266753214226,COVID
97.74766501493272,56.342769294389946,COVID
144.82899520139597,51.92233571157993,COVID
113.67594322211161,60.60466918031929,COVID
91.27167481348083,66.39344286786691,COVID
155.3493473227369,60.67272568552997,COVID
137.09404816500933,92.33065957081773,COVID
179.75397366919833,46.061519749646976,COVID
134.56500486571738,73.87338184918376,COVID
131.08578203823222,57.04101525441341,COVID
178.76860437802708,64.88301728427032,COVID
124.80313419312984,77.96677663515588,COVID
151.49465889643292,50.09900330219657,COVID
168.83553875236294,49.37410935663184,COVID
147.45537521951655,78.59643379407098,COVID
110.74577465576448,55.015883329785524,COVID
163.79989038153937,68.30891356630623,COVID
115.61063075357099,56.90417766665554,COVID
123.20651894274113,42.64012822857445,COVID
134.6979787698124,65.17714461138455,COVID
116.73276585273095,55.55796294257198,COVID
131.38066688292076,50.70021319303346,COVID
169.51302558136933,84.67587557665668,COVID
122.3960246529681,70.85697058197313,COVID
130.68347110211295,48.651750403916516,COVID
191.92746166150266,61.74261328882628,COVID
145.05381371573026,63.56323243020663,COVID
124.50756702945158,40.18548190460662,COVID
154.45128130557825,68.9289436399906,COVID
94.02275142336215,32.21112820733754,COVID
169.96891533651748,47.39074362053837,COVID
178.26659657050817,65.87582654141593,COVID
134.59080994619748,55.55913855400617,COVID
150.72851534099172,84.4286148310587,COVID
166.55818167582018,63.971263061727186,COVID
163.3821433764723,78.37637636006541,COVID
124.77866019395756,69.77135573784598,COVID
184.1278173622219,44.62890320217485,COVID
131.33562264404202,76.88420412601566,COVID
169.92795382601983,60.238101419775674,COVID
151.97225981812284,60.17193026451711,COVID
161.0319906936164,56.51759088165747,COVID
183.03859017236942,50.351147227596535,COVID
166.6896902719209,65.48987783729216,COVID
140.866545116945,62.392907970720415,COVID
161.23724566839297,41.45604683234924,COVID
150.84563931052224,63.525970157819536,COVID
169.21264862809142,60.78812243620306,COVID
152.76766479122156,53.888722777849516,COVID
149.25137302714734,71.08209052342825,COVID
140.74404089439716,70.62054987866257,COVID
149.93792015749264,54.47167010889452,COVID
72.24367736378788,31.91861289107294,COVID
143.93874788872608,50.09707297940892,COVID
157.97617476314582,70.72067291544768,COVID
128.68792295388195,44.63114615445667,COVID
133.67905280701558,64.61651120961544,COVID
152.4397042538674,60.676371461492,COVID
158.66909766109998,61.092086548493754,COVID
174.4753638102482,48.77435501886764,COVID
139.34708784018076,64.09880928151759,COVID
153.85941991700315,53.675825996132744,COVID
196.01503338888827,41.47763465705815,COVID
164.72898513439446,65.05320801593851,COVID
149.64102191250657,54.49735070988327,COVID
167.24692117537836,63.71094567477916,COVID
147.272916410331,83.80761955899658,COVID
156.72000313195602,53.11432290253613,COVID
146.3766400823257,70.88660469759306,COVID
149.4061475822418,61.83361373322653,COVID
174.4852071005917,59.22292784619571,COVID
135.92450867439962,58.82698429801689,COVID
194.04152078835807,38.05175651412839,COVID
178.56812563617856,51.19025298817561,COVID
112.61487007975302,74.81042124887331,COVID
165.68633460475834,51.17658348749845,COVID
169.72397400476504,53.39063116363837,COVID
119.5285846914464,60.20174647881921,COVID
161.3737653941231,56.43847537406277,COVID
156.04664377355957,65.99872597777485,COVID
181.37864229706602,46.30936736600924,COVID
138.64287871500318,57.55602780425345,COVID
197.37317255959107,35.86623698681096,COVID
101.84018075860449,67.68959838513463,COVID
149.2892137671838,58.23415693869187,COVID
124.10555810337692,61.05912752438756,COVID
185.7184147828324,54.99554861622237,COVID
160.3270992494491,47.83377907090233,COVID
169.8286372635653,76.39740661696564,COVID
163.25008668806836,53.72133527110592,COVID
139.8805829912417,49.95452782943492,COVID
176.1685775326898,68.16860474941858,COVID
142.39856377445443,49.01226757968035,COVID
191.9107280679187,52.95147251410862,COVID
164.43741121463967,65.36232279856853,COVID
172.77907405957427,44.527971345210574,COVID
158.0099887025872,76.27768502389577,COVID
119.32697620831982,83.95073206980769,COVID
152.72268766568607,71.13896427755242,COVID
154.53388664556326,74.28138230335819,COVID
137.77636715472983,57.16526241007497,COVID
156.6191541481639,56.62810566699825,COVID
154.06940638247895,63.1379830096675,COVID
99.4830930302793,72.70053076622358,COVID
190.81315645238868,50.09785448776143,COVID
158.82490128745764,66.0713626448149,COVID
137.2734756881914,57.826029583149264,COVID
155.3779487925191,80.35204754102249,COVID
187.18835359783446,61.372825411529156,COVID
162.50381986778672,54.705515291124634,COVID
148.17587051598974,73.50032518229023,COVID
163.9133678594199,48.25379743087638,COVID
155.51200769566336,44.35500344969502,COVID
114.89802127492982,93.37685846074774,COVID
136.17368933233408,64.87375783619765,COVID
176.383038221049,47.90098296794316,COVID
141.66627890068344,67.36883750674681,COVID
157.75738526414693,57.84583437209511,COVID
183.01685663471326,42.88636751380852,COVID
163.87934139439156,72.14653513295036,COVID
100.67609981991252,47.50179078248682,COVID
152.89165669287814,43.58030918155518,COVID
175.52597845661683,47.01169041816235,COVID
102.41378731781523,59.08846799964236,COVID
148.814890213756,40.47884816242965,COVID
186.14051296965357,48.0398018534614,COVID
116.48779096430688,62.21032600929824,COVID
135.8364112258252,52.55311095212311,COVID
156.35346360778962,64.53706542283497,COVID
110.3270768783347,44.33111477400333,COVID
131.95118622834195,55.270102499821995,COVID
187.23471773246385,37.31471246260739,COVID
147.04071542823905,50.93874518551396,COVID
150.28930325164148,51.01573745599805,COVID
80.95738302703549,26.56017948120482,COVID
128.44364157000481,45.07743726360137,COVID
166.22704444021878,56.34298498126902,COVID
175.36731132761378,46.80420013054264,COVID
190.90497869151352,44.71278145082116,COVID
164.45401058153712,55.0508758558919,COVID
169.6275545016275,45.969982235149196,COVID
179.01210277289962,47.269276753884114,COVID
150.8749566559658,64.74833027086949,COVID
106.91588460979183,53.34442975561436,COVID
156.48604601738236,43.53944124145549,COVID
71.62099976510329,23.570680930568493,COVID
105.82475587521392,28.774638012231303,COVID
177.327468372837,47.71065273080267,COVID
